"credit.policy","purpose","int.rate","installment","log.annual.inc","dti","fico","days.with.cr.line","revol.bal","revol.util","inq.last.6mths","delinq.2yrs","pub.rec","not.fully.paid"
1,"debt_consolidation",0.1158,429.18,10.63585545,17.37,717,3630,14391,34.4,2,0,0,0
1,"debt_consolidation",0.0774,280.97,10.81977828,8.21,807,4410,5175,6.6,0,0,0,0
0,"debt_consolidation",0.1758,359.42,11.56171563,15.89,662,3180,9705,78.9,5,0,1,1
0,"debt_consolidation",0.1418,207.31,10.59663473,26.88,702,3096,12531,71.6,0,0,0,1
1,"all_other",0.1426,247.01,11.22524339,18.13,667,1835,39236,63.4,1,0,0,0
1,"credit_card",0.1103,147.39,10.75790288,20.81,707,4350,25469,98.5,1,0,0,0
1,"small_business",0.16,140.63,10.18746276,12.74,707,1890.041667,4303,51.8,1,0,0,0
1,"debt_consolidation",0.0859,158.06,9.903487553,6.3,742,9210.041667,3406,9.8,1,0,1,0
1,"debt_consolidation",0.1178,662.19,10.858999,15.42,727,3755.041667,25971,66.6,0,0,0,1
1,"debt_consolidation",0.1322,255.2,10.49949037,13.49,682,2729.958333,13847,74.4,0,0,0,1
1,"debt_consolidation",0.08,159.82,10.87804719,6.23,752,4649.958333,10399,31.3,1,0,0,0
1,"all_other",0.0859,316.11,10.858999,14.35,752,7051,16375,28,1,0,0,0
1,"debt_consolidation",0.1078,365.51,11.00209984,14.26,702,6780.041667,7973,89.6,0,0,0,0
1,"debt_consolidation",0.1253,669.33,12.05989014,6.45,722,3420,23973,44.9,1,0,0,0
0,"debt_consolidation",0.1829,435.58,11.03488966,25.26,657,4590.041667,13560,57.2,3,0,0,0
1,"all_other",0.1287,336.34,11.04132055,13.63,712,2340,5338,86.1,1,0,0,0
1,"credit_card",0.1367,748.39,11.22524339,22.08,692,2940.041667,23176,84.3,0,0,0,0
1,"debt_consolidation",0.1166,330.53,10.30895266,15.44,687,2159,10997,75.3,0,0,0,0
1,"debt_consolidation",0.1229,192.62,11.48452599,19.7,707,4530,13685,46.7,1,0,0,0
1,"debt_consolidation",0.1183,281.64,11.33857208,13.63,727,5550.041667,44643,90,1,0,0,0
1,"debt_consolidation",0.1496,554.32,11.28978191,24.63,677,4412,21557,68,1,0,0,0
1,"debt_consolidation",0.1148,138.47,11.17043516,6.83,717,3810,11974,72.1,1,0,0,0
1,"all_other",0.0938,351.75,11.31447453,0,747,7920,3425,6,0,1,0,0
1,"debt_consolidation",0.1287,302.7,10.91508846,16.15,687,3391.041667,9846,80,0,0,0,0
1,"home_improvement",0.1312,85.23,10.59663473,20.67,692,5250,17641,30.5,3,1,0,0
1,"home_improvement",0.1287,168.17,11.58988651,16.04,682,5430,1405,23.4,1,0,0,0
1,"all_other",0.0774,187.32,11.22524339,22.9,752,8999.958333,63299,64.9,2,0,0,0
1,"educational",0.1189,39.8,9.472704636,24.09,707,1387,772,25.7,0,0,0,0
0,"debt_consolidation",0.1114,262.45,10.71441777,6.93,722,7169.958333,26610,65.4,4,1,0,0
1,"all_other",0.074,62.12,11.28978191,3.92,752,6660,13482,48.1,0,0,0,0
0,"debt_consolidation",0.1829,685.13,12.32385568,12.05,642,6330.041667,120830,90.5,2,0,0,0
1,"credit_card",0.1474,442.08,11.22524339,14.96,692,3270,24769,90.1,2,1,0,0
1,"debt_consolidation",0.1287,282.52,10.46310334,21.36,687,2191,8039,75.8,0,0,0,0
1,"all_other",0.1014,97,10.77895629,0,692,5160,0,0,0,0,0,0
0,"all_other",0.1438,89.35,10.6454249,16.91,642,5549,4139,52.4,18,4,1,1
1,"major_purchase",0.08,200.56,10.95416931,1.57,767,4020,4521,10.1,0,0,0,0
1,"all_other",0.08,200.56,10.81977828,11.4,792,3960,339,1.1,0,0,0,0
1,"credit_card",0.1189,348.23,11.6351431,6.02,727,6719.958333,13610,43.1,0,0,0,0
1,"debt_consolidation",0.0859,316.11,10.49127422,3.47,767,4150.041667,9389,22.2,0,0,0,0
0,"home_improvement",0.1355,254.7,10.91508846,15.1,662,3900,17599,41.7,11,0,0,0
1,"debt_consolidation",0.1695,320.65,12.37581542,11.67,667,3869.958333,22353,99.3,0,0,1,1
1,"debt_consolidation",0.1221,533.04,11.69524702,7,757,5880,9323,31.8,6,0,0,0
1,"debt_consolidation",0.0894,158.86,10.87804719,24.34,732,4290,25295,62.5,2,0,0,0
1,"all_other",0.0932,134.18,10.51583186,8.52,737,4590.041667,13385,57.5,1,0,0,0
1,"debt_consolidation",0.1217,399.55,10.08580911,14.5,672,1950.041667,9273,43.9,0,0,0,0
1,"debt_consolidation",0.1221,519.72,10.81977828,4.06,707,3165,16594,55.3,1,0,0,0
1,"debt_consolidation",0.1357,220.8,11.22524339,3.52,682,1770,6228,68.4,0,0,0,0
1,"debt_consolidation",0.1565,554.53,10.91508846,22.84,672,4619.958333,22684,89.9,0,0,0,1
1,"debt_consolidation",0.1095,261.71,11.22524339,23.25,722,6540,55723,55.8,3,0,0,0
1,"debt_consolidation",0.1459,172.33,10.59663473,22.86,692,5194,2305,92.2,1,0,1,0
0,"credit_card",0.1411,684.58,11.31447453,13.21,697,7950,30058,73.7,5,1,1,0
0,"debt_consolidation",0.1576,437.99,11.48246626,11.84,652,4079.958333,21861,88.1,2,0,0,0
1,"all_other",0.0963,224.66,11.44293209,14.05,727,5100,5265,39.6,1,0,0,0
1,"home_improvement",0.1114,393.65,11.35040654,6.58,752,5880,0,0,0,0,0,0
1,"debt_consolidation",0.1357,489.15,10.49127422,10.27,692,6210,19897,72.6,2,0,0,0
1,"debt_consolidation",0.1083,653.17,11.08220409,8.2,742,4171,12418,66.2,1,0,0,1
0,"small_business",0.1122,591.18,12.27373129,11.61,692,1470,921,14.6,16,0,0,0
1,"debt_consolidation",0.1347,135.7,11.00209984,17.86,682,3750,1267,31.7,0,0,0,1
1,"major_purchase",0.0963,192.57,10.23995979,1.76,772,2310.041667,1292,4.3,1,0,0,0
1,"all_other",0.0932,319.47,10.91508846,0.39,782,4710,99,0.2,1,0,0,0
0,"debt_consolidation",0.1565,419.84,11.35040654,23.89,692,6000.041667,203525,74.2,0,0,0,0
1,"all_other",0.1422,342.85,10.49127422,3.83,697,3570.041667,344,34.4,3,2,0,1
1,"debt_consolidation",0.167,860.91,11.74403719,17.14,682,8369.958333,46226,97.9,1,0,0,0
1,"all_other",0.074,155.3,10.858999,16.43,777,8910.041667,89277,11.6,1,0,0,0
1,"debt_consolidation",0.1095,523.42,10.6214249,17,752,4290,1850,7.6,1,0,0,0
0,"home_improvement",0.1039,30.02,12.20906815,11.85,732,9779,133963,16.8,15,0,0,1
1,"home_improvement",0.0894,571.89,11.69524702,3.44,797,7529.958333,21807,43.6,0,0,0,0
0,"all_other",0.1287,67.27,11.08980542,4.03,687,3209.958333,2108,23.4,5,1,0,0
1,"home_improvement",0.1134,87.19,11.40756495,17.25,682,3989,69909,51.1,1,0,0,0
1,"all_other",0.074,49.7,10.41331268,3.46,752,3330.041667,2201,5,2,0,0,0
1,"all_other",0.1287,336.34,11.35040654,15.8,697,5010.041667,7241,44.7,2,0,0,0
1,"home_improvement",0.1809,361.96,11.26830288,21.69,667,3330,67776,98.2,2,0,0,0
1,"debt_consolidation",0.1253,411.64,10.34817337,22.12,702,2280,14537,77.3,0,0,0,0
1,"debt_consolidation",0.1565,174.94,10.12647109,18.39,677,1530,663,51,1,1,0,1
1,"educational",0.1695,171.01,9.61580548,9.36,662,1267.041667,2368,84.6,1,0,0,1
1,"credit_card",0.1322,642.22,11.47210347,10.95,712,4319.958333,19304,41.8,2,1,0,0
0,"debt_consolidation",0.1482,335.4,10.53209621,27.04,692,3900.041667,26221,78.6,5,0,0,0
1,"debt_consolidation",0.1347,417.25,10.37361617,22.08,697,5220,10543,29.1,0,0,0,0
0,"all_other",0.167,461.52,11.61186541,11.7,667,8100,4040,91.8,5,2,1,0
1,"educational",0.1411,201.1,9.862665558,0.56,682,6540,0,0,2,0,0,0
1,"debt_consolidation",0.0894,206.52,11.12726298,16.45,727,3840.041667,12658,53.4,0,0,0,0
1,"educational",0.1114,164.02,10.30895266,14.48,762,2940,135,1.8,0,0,0,0
1,"debt_consolidation",0.1114,32.81,9.169518377,4.38,747,1260.041667,486,21,0,0,0,0
1,"all_other",0.0743,77.69,13.16542287,2.45,762,6240,141287,9.4,5,1,0,0
0,"all_other",0.1091,196.18,8.853665428,8.57,682,334,0,25.2,2,0,0,1
0,"debt_consolidation",0.152,417.17,10.54534144,5.81,647,2489,7600,84.4,2,0,0,0
1,"major_purchase",0.0894,158.86,10.54534144,18.54,727,4020,13862,74.5,0,0,0,0
1,"small_business",0.1284,806.83,11.22524339,18.51,772,6780,7815,6.1,0,0,0,0
1,"educational",0.1286,50.44,10.48514436,13.45,662,4619.958333,10363,71,2,0,1,0
1,"all_other",0.0859,56.9,10.08580911,8.95,722,1860,1620,17.1,0,0,0,0
0,"all_other",0.1379,204.46,11.58524613,12.02,682,4350,48818,72.1,4,1,0,0
1,"home_improvement",0.0933,239.65,11.44035477,9.66,792,4529,128000,0,3,0,0,0
1,"debt_consolidation",0.1505,143.97,9.392661929,5.8,682,1260,1950,67.2,0,0,0,0
0,"debt_consolidation",0.1411,239.61,10.81977828,21.67,677,6329.958333,60550,95.4,3,0,0,1
1,"all_other",0.1025,647.7,11.03488966,16.32,752,2130,2526,26.3,0,0,0,0
1,"credit_card",0.0964,288.89,11.62625415,10.36,702,6119,27786,85.5,2,0,1,1
1,"debt_consolidation",0.1287,504.5,11.24504602,20.41,737,5130,57775,95.8,1,0,0,0
1,"debt_consolidation",0.1461,689.51,11.73606902,14.19,687,9930,31076,79.7,0,0,0,0
1,"debt_consolidation",0.1726,465.2,10.81977828,16.08,662,3180,27431,83.1,1,0,0,0
0,"small_business",0.1367,850.44,11.60823564,23.05,702,3989.958333,238903,80.5,1,0,0,0
0,"debt_consolidation",0.1734,279.42,10.858999,28.36,672,4469.958333,17905,92.3,1,0,1,0
1,"debt_consolidation",0.1392,546.2,11.25161265,15.83,687,2099.958333,17923,59.7,0,0,0,0
1,"debt_consolidation",0.1533,583.38,10.51867319,15.73,672,1950.041667,15353,84.4,1,0,0,0
0,"all_other",0.1078,326.35,10.36501788,13.01,702,3629,2294,22.9,5,0,0,1
1,"debt_consolidation",0.1183,149.11,9.46962297,9.17,702,4690,2832,36.8,2,0,1,0
1,"small_business",0.1253,312.08,11.35040654,18.58,712,8970.041667,67614,49.2,0,0,0,1
1,"debt_consolidation",0.1253,317.93,10.95080655,10.78,702,3600,8300,38.8,0,0,0,0
1,"debt_consolidation",0.167,568.03,11.49272276,8.52,662,4380,31961,87.9,1,0,0,0
1,"debt_consolidation",0.1635,551.14,11.42954386,14.45,662,4020,22689,84,0,0,0,0
1,"all_other",0.0714,111.39,10.83958091,22.38,747,10350.04167,24809,62.5,3,0,0,0
1,"all_other",0.0963,192.57,10.94552949,16.78,722,2700.041667,13066,24.9,1,0,0,0
1,"credit_card",0.0945,409.73,11.08214255,8.86,742,5129,13207,77.7,0,0,0,0
1,"educational",0.1158,79.24,10.16585182,15.05,692,3450.958333,731,5.8,3,1,0,1
1,"all_other",0.1189,397.97,10.59663473,21.36,732,4920.041667,22026,65.9,1,0,0,0
1,"all_other",0.1158,528.22,12.61153775,7.6,697,4214,41491,60.9,0,0,0,0
1,"debt_consolidation",0.1287,201.8,11.28978191,13.05,687,3030,9640,49.9,0,0,1,0
1,"debt_consolidation",0.1322,388.71,10.92593848,20.7,687,2280.041667,15543,57.4,3,0,0,0
1,"debt_consolidation",0.1505,693.83,11.31498659,16.54,697,6270,12147,91.3,0,0,0,1
1,"debt_consolidation",0.167,710.03,11.01046476,20.94,672,5850,28332,81.2,0,1,0,0
1,"debt_consolidation",0.1136,164.56,10.71441777,6.51,687,4620.041667,5971,67.9,1,0,1,0
1,"major_purchase",0.1148,395.63,10.9560559,16.27,732,3960,21528,64.3,1,0,0,0
1,"debt_consolidation",0.1014,38.8,10.30895266,19.76,702,4529.041667,0,0,0,0,0,0
0,"all_other",0.1474,66.49,9.287301413,20.33,687,930.0416667,1909,14,2,0,0,0
1,"all_other",0.0894,444.81,11.76107378,4.48,757,6198,5615,8.9,0,0,0,0
1,"small_business",0.1438,194.15,13.08154138,2.4,697,2759.958333,26628,60.4,3,1,0,0
1,"credit_card",0.0894,127.09,10.79957558,18.59,722,5430,4692,35.3,0,0,0,0
0,"credit_card",0.1183,480.45,11.40756495,17.81,712,8160.041667,136960,55.6,1,0,0,0
0,"all_other",0.1348,678.49,11.06663836,4.29,727,4500.041667,10040,38.5,6,0,0,0
0,"debt_consolidation",0.1786,184.02,11.00209984,5.3,617,720,4333,95.4,4,0,0,1
1,"all_other",0.1114,656.07,11.69524702,9.55,772,6120,26701,43.1,0,0,0,0
1,"debt_consolidation",0.1632,706.27,11.23321156,11.81,677,2820,23998,91.2,1,0,0,0
1,"all_other",0.1304,185.43,9.998797732,5.02,697,2159.958333,2614,52.3,0,0,0,0
1,"all_other",0.0933,319.54,10.50506754,19.46,727,4470.041667,827,6.6,2,0,0,1
0,"debt_consolidation",0.1343,169.51,9.903487553,0,652,330,0,0,1,0,0,1
0,"debt_consolidation",0.1189,348.23,11.06264603,11.2,722,3509.958333,11371,54.1,4,0,0,0
1,"debt_consolidation",0.1284,215.16,10.1266311,15.07,702,2430,4072,23.8,0,0,0,0
1,"debt_consolidation",0.1568,210.01,10.858999,23.35,667,3870,7160,62.3,1,0,0,0
1,"small_business",0.0775,337.19,10.08580911,10.1,782,5400,1458,18,1,0,0,0
1,"all_other",0.1253,568.93,11.22524339,14.15,727,3179.958333,4071,30.2,1,0,0,0
1,"home_improvement",0.1148,395.63,10.81977828,12.41,757,2460.958333,2071,23,4,0,0,0
1,"debt_consolidation",0.1474,690.74,11.64395373,15.27,702,2639.958333,52285,93.4,1,0,0,0
1,"all_other",0.0894,556.01,11.77528973,9.81,777,5070,8651,13.6,1,0,0,0
1,"debt_consolidation",0.1632,261.32,10.77895629,3.85,662,1140,6375,70.8,0,0,0,0
1,"all_other",0.0768,77.98,11.05089001,14.74,747,7079.958333,27222,42.9,1,0,0,0
1,"educational",0.16,421.89,10.77895629,13.26,667,1710,2626,61.1,3,0,0,0
1,"debt_consolidation",0.1311,269.96,10.59663473,17.82,702,6714.041667,20155,59.6,1,0,0,0
1,"debt_consolidation",0.1533,278.63,11.2515607,16.04,677,6030.041667,25573,95.4,3,0,1,0
1,"home_improvement",0.08,150.42,11.03488966,1.2,787,6689.958333,3473,10.7,4,0,0,0
1,"major_purchase",0.1347,271.39,10.83958091,4.35,687,3844.041667,1935,22.8,0,3,0,0
1,"small_business",0.1565,122.46,11.08214255,2.51,732,4080,1450,9.2,0,0,0,0
1,"debt_consolidation",0.1273,503.5,11.46163217,21.68,702,4560.041667,44135,54.2,0,0,0,0
1,"debt_consolidation",0.1695,748.17,11.44035477,14.76,662,7637,23738,71.3,1,0,0,1
0,"major_purchase",0.1229,770.46,10.858999,17.03,707,2579.958333,15455,22.4,11,0,0,1
1,"debt_consolidation",0.1287,302.7,11.15625052,17.5,687,3390.041667,2592,12.4,1,0,0,0
1,"debt_consolidation",0.0774,62.44,10.61643736,6.06,737,8940.041667,37804,21.4,1,0,0,0
1,"major_purchase",0.0894,38.13,10.08580911,22.9,727,2369.958333,6675,23.3,1,0,0,0
1,"credit_card",0.1322,365.05,10.95080655,19.03,692,3660,31861,76,1,0,0,0
1,"debt_consolidation",0.1284,268.95,10.71441777,22.51,697,3540,13450,82,1,0,0,0
1,"debt_consolidation",0.1221,253.2,11.00209984,2.08,727,2820,1763,25.2,1,0,0,0
0,"debt_consolidation",0.0932,223.63,10.95954023,22.04,737,11819.95833,125743,32.9,0,0,0,0
1,"debt_consolidation",0.08,109.68,10.30895266,2.24,747,1709.958333,2298,18.5,3,0,0,0
0,"all_other",0.145,70.57,9.210340372,13.8,642,900,3646,91.1,2,0,0,0
1,"all_other",0.1253,251,10.77895629,20.51,692,4710,12189,69.3,0,0,0,0
1,"debt_consolidation",0.1357,161.36,10.23422911,24.96,702,1740.958333,3029,94.7,1,0,0,0
0,"all_other",0.1375,81.74,10.99373159,18.51,647,7110,21899,69.1,4,2,0,0
0,"debt_consolidation",0.1576,63.95,9.903687533,25.07,667,1319.958333,5411,35.6,3,0,0,0
0,"debt_consolidation",0.1375,204.34,9.903487553,8.4,652,543.9583333,1421,71.7,3,0,0,0
1,"debt_consolidation",0.1221,759.58,10.66895539,15.49,727,3330,19226,70.9,1,1,0,0
0,"all_other",0.157,175.05,10.34174248,25.63,677,7169.958333,9267,16,0,3,0,0
1,"all_other",0.1411,205.38,10.4341158,7.98,662,2009.958333,2122,58.9,1,2,0,0
1,"all_other",0.1347,339.23,10.81977828,20.83,692,1470,10634,57.5,2,0,0,0
1,"credit_card",0.0894,31.78,11.46163217,0.25,767,2100,165,1.1,0,0,0,0
1,"credit_card",0.16,316.42,11.3736634,10.86,687,5550.041667,14679,86.3,3,0,0,0
0,"educational",0.147,345.18,10.81977828,7.22,652,2820,10025,85,0,2,0,0
1,"debt_consolidation",0.1513,173.65,10.93339264,21.32,667,3600.041667,22210,98.3,0,0,0,0
1,"credit_card",0.0932,319.47,12.2010601,8.36,802,11685,144723,3.3,0,0,0,0
0,"all_other",0.1513,41.68,10.59663473,24.81,657,3870,7809,85.8,5,1,1,1
1,"all_other",0.1114,262.43,11.00209984,13.52,732,2850,3862,13.5,3,0,0,0
0,"debt_consolidation",0.1576,324.11,10.57131693,22.58,652,4889.958333,29629,75.8,3,0,0,0
1,"debt_consolidation",0.0774,206.05,14.12446477,0.62,782,4709.958333,20,0.1,2,0,0,0
1,"credit_card",0.1704,713.49,11.00209984,17.4,672,5190,23595,86.7,2,0,0,0
0,"all_other",0.1407,342.12,10.7381343,25.91,697,3839.041667,14554,52,3,0,0,0
1,"all_other",0.1322,507.01,10.30895266,17,702,4770,0,0,0,0,0,0
1,"major_purchase",0.1287,50.45,10.96819829,17.32,687,6032.041667,15333,94.6,1,0,0,0
1,"all_other",0.0774,109.27,10.66326482,14.23,747,2489.958333,1982,32.5,1,0,0,0
1,"debt_consolidation",0.1505,424.97,11.39639165,23.8,662,5292.958333,19136,69.1,1,1,0,0
0,"debt_consolidation",0.1103,128.56,10.6454249,14.46,692,4109.958333,3083,16.3,4,1,0,0
1,"debt_consolidation",0.0894,222.41,10.77895629,14.4,722,3750.041667,1821,31.4,2,0,0,0
0,"all_other",0.1191,116.1,11.60827201,8.44,672,4259.958333,390,32.5,4,0,0,0
1,"credit_card",0.1148,692.34,11.2515607,17.56,762,4620.041667,33386,52.9,1,0,0,0
1,"debt_consolidation",0.1218,266.4,10.81977828,8.54,702,2280,7690,65.6,0,0,0,0
1,"all_other",0.1496,277.16,11.08214255,6.65,662,1920.041667,7855,74.1,0,0,0,0
1,"small_business",0.0963,192.57,11.03488966,6.35,732,1980.041667,3879,32.9,0,0,0,0
0,"debt_consolidation",0.1287,141.26,10.08580911,7.15,732,3360,9559,85.3,4,0,0,0
1,"debt_consolidation",0.0932,223.63,10.26479176,24.54,737,2429.958333,6242,16.1,3,0,0,0
0,"debt_consolidation",0.1772,360.13,11.30684796,25.91,657,2430.041667,41603,81.1,0,0,0,1
0,"debt_consolidation",0.1438,149.48,9.852194258,13.45,642,1139,2422,105.3,3,0,0,0
0,"small_business",0.1122,328.43,10.6454249,0.94,697,390,179,17.9,3,0,0,1
1,"credit_card",0.1316,303.94,10.4341158,21.46,717,5490,12439,55.8,0,0,0,0
1,"all_other",0.1222,79.97,10.63585545,22.36,677,5580,12785,77.2,2,0,0,0
0,"debt_consolidation",0.1071,97.81,10.59663473,13.09,687,3450.041667,10036,82.9,8,0,0,1
0,"credit_card",0.1393,61.46,10.29214554,22.13,657,5970.041667,9821,56.8,5,0,2,1
1,"educational",0.1221,399.78,11.55214618,8.75,707,6600,5199,12.5,1,1,0,0
1,"home_improvement",0.1183,530.15,11.08214255,4.91,742,3991,9562,70.4,2,0,0,0
1,"all_other",0.1148,118.69,10.34817337,11.23,717,2760.041667,1866,74.6,0,0,0,0
1,"debt_consolidation",0.1531,226.3,10.59913161,23.64,672,3419.958333,17512,90.3,0,0,0,0
1,"all_other",0.08,188.02,10.05182135,8.95,757,4109.958333,1112,25.3,0,0,0,0
1,"all_other",0.074,186.36,11.28978191,13.66,772,4441,2796,7.2,0,0,0,0
1,"all_other",0.0932,191.69,10.81985828,5.28,732,3810.041667,6477,26,1,0,0,0
0,"credit_card",0.1537,167.27,11.23848862,12.77,672,3749.958333,14063,68.6,7,0,0,1
1,"debt_consolidation",0.1392,85.35,10.74720759,16.54,672,3690,2271,87.3,1,1,0,0
1,"all_other",0.0737,248.37,11.08220409,2.77,727,5219.958333,31939,53.2,1,0,0,1
1,"debt_consolidation",0.1103,245.65,11.56171563,11.14,692,7054.958333,30449,61.3,2,0,0,0
0,"educational",0.1407,171.06,9.472704636,13.38,642,810,5908,34.8,2,0,0,0
1,"all_other",0.1039,64.91,9.998979534,8.13,692,1559.958333,1599,9.6,2,1,0,0
1,"all_other",0.1442,55.02,8.998136761,19.14,682,3779.958333,2816,93.9,2,0,0,0
1,"home_improvement",0.1183,115.97,10.95080655,24.11,707,3030,2979,14.2,1,1,0,0
0,"major_purchase",0.0976,128.62,10.75248397,7.29,707,990,0,19.3,0,0,0,0
1,"credit_card",0.1253,401.6,11.15625052,23.14,702,4470.041667,25498,64.6,2,0,0,0
1,"debt_consolidation",0.0932,191.69,10.46310334,7.85,737,3210,9432,47.2,2,0,0,0
1,"debt_consolidation",0.1379,265.79,10.4341158,21.18,672,4229.958333,4601,32,2,0,0,1
1,"debt_consolidation",0.1148,167.32,9.903487553,19.68,712,1835,7058,45.5,0,0,0,1
1,"debt_consolidation",0.1357,339.69,10.91508846,18.22,682,4440.041667,16121,39.1,0,0,0,1
1,"credit_card",0.1218,532.8,11.69524702,21.58,722,7050.041667,85896,70.9,0,0,0,0
1,"debt_consolidation",0.1095,314.06,11.03495418,15.21,732,4559.958333,6376,18.9,1,0,1,0
1,"debt_consolidation",0.1273,134.27,10.9273763,14.78,677,3840.041667,14360,48.2,1,0,0,0
1,"credit_card",0.0894,190.63,11.28978191,2.96,722,4800,4893,34.7,0,0,1,0
1,"debt_consolidation",0.1496,277.16,11.69524702,11.7,667,7027.041667,18131,81.1,3,0,0,0
1,"debt_consolidation",0.1008,148.61,10.6454249,5.91,727,4680,7239,16.3,2,0,0,0
1,"debt_consolidation",0.1426,720.43,11.01862914,18.85,692,5459.958333,18020,34.9,0,0,0,0
1,"all_other",0.0894,190.63,11.33857208,9.13,762,3180.041667,8868,32.4,0,0,0,0
1,"all_other",0.1218,249.75,11.1124479,4.66,707,1770,2370,17.8,2,0,0,0
1,"all_other",0.1218,266.4,10.30895266,4.16,737,2550,5820,48.5,0,0,0,0
1,"debt_consolidation",0.1426,543.75,10.81977828,22.66,682,2369.958333,16643,63.8,3,0,0,0
1,"small_business",0.1809,202.7,9.798127037,9.8,682,1230.041667,0,0,0,0,0,0
1,"home_improvement",0.1114,492.06,11.98292909,8.75,772,5640.041667,6065,41.6,4,0,0,0
1,"home_improvement",0.1379,102.23,11.40756495,17.63,682,4710,6345,90.6,0,0,1,0
1,"all_other",0.1347,339.23,10.91501573,5.59,692,3749.958333,2432,24.1,1,2,0,0
1,"credit_card",0.1134,131.6,10.30895266,8.32,677,2219.958333,4255,30.8,3,0,0,0
1,"debt_consolidation",0.1422,205.71,10.858999,15.65,677,4500.041667,13800,93.2,2,0,0,0
1,"debt_consolidation",0.1114,492.08,11.22524339,7.81,722,7140,14340,71.3,0,0,0,0
1,"debt_consolidation",0.1241,334.11,11.03488966,22.43,682,8669.958333,12792,50.6,2,2,0,0
1,"debt_consolidation",0.1287,311.11,10.22034,18.97,687,2550,9666,83.3,0,0,0,0
1,"all_other",0.1025,194.31,10.49127422,14.9,762,8882.041667,17905,56,0,0,0,0
1,"debt_consolidation",0.1507,173.5,10.22194128,7.9,662,1500,5538,95.5,1,0,0,0
1,"credit_card",0.0774,218.54,11.58988651,12.69,762,8820,5872,21.4,0,0,0,0
1,"all_other",0.0774,187.32,11.23056255,16.76,792,3900.041667,0,0,3,0,0,0
1,"debt_consolidation",0.1292,807.74,11.29849385,15.08,697,4440,21364,86.5,0,0,0,1
1,"credit_card",0.0859,126.45,10.71441777,4.72,762,3073,7347,26.7,1,0,0,0
1,"credit_card",0.1348,393.52,11.01862914,10.9,682,4560.041667,3715,26.5,1,0,0,0
1,"all_other",0.1183,115.97,11.40756495,4.33,717,3510.041667,11999,94.5,0,0,0,1
0,"educational",0.1412,71.9,10.6454249,8.11,652,2850,5057,26.6,2,1,0,1
1,"all_other",0.08,47.01,10.12021054,14.73,767,3454,2130,12.3,4,0,0,1
1,"credit_card",0.0894,317.72,10.90646961,7.68,737,5160.041667,6525,7.8,3,0,0,0
0,"credit_card",0.1134,213.85,11.42954386,2.78,682,3869.958333,32776,65,4,0,0,0
1,"credit_card",0.1287,269.07,11.33857208,6.19,727,5142,685,85.6,0,0,0,1
1,"educational",0.1189,39.8,9.798127037,14.07,787,5621.041667,14,2.8,0,0,0,0
1,"debt_consolidation",0.1385,682.08,12.10625231,9.18,692,5886,12970,74.5,2,0,0,0
1,"debt_consolidation",0.1474,486.11,11.16200536,11.42,672,2940,2698,21.4,3,3,0,0
1,"all_other",0.0894,285.95,10.69194491,8.97,747,3907.041667,4051,13.6,1,0,0,0
1,"home_improvement",0.0774,280.97,11.77535127,1.68,777,5352.958333,6638,40.7,0,0,0,0
0,"credit_card",0.1324,114.96,10.30895266,23.44,687,990,3451,30.3,2,0,0,0
1,"all_other",0.1178,231.77,10.39696354,16.85,717,4530.041667,0,0,2,0,0,0
1,"debt_consolidation",0.1146,494.36,11.22524339,11.58,707,4350,20133,76.8,0,0,0,0
1,"all_other",0.1426,222.99,9.980448594,15.17,707,1470,1855,23.2,0,0,0,0
1,"educational",0.0932,47.93,11.08214255,5.94,742,5880,2232,38.5,0,0,0,0
1,"debt_consolidation",0.0976,176.86,10.26813067,21.92,762,3120,1763,26.3,0,0,0,0
0,"debt_consolidation",0.1148,453.32,10.83958091,21.79,722,3962,60656,59.1,0,0,0,0
1,"debt_consolidation",0.1025,421.01,11.56171563,17.22,727,7200.041667,48006,56.8,2,0,0,0
1,"debt_consolidation",0.1218,532.8,11.15625052,23.82,717,4710,15458,62.8,0,0,0,0
1,"all_other",0.0859,158.06,11.03488966,16.3,732,4110.041667,7739,32.8,0,0,0,0
0,"all_other",0.1412,205.42,10.83958091,9.01,657,5219.958333,4050,34.6,4,3,0,1
1,"debt_consolidation",0.0932,207.66,10.35456317,12.08,747,3450,2530,63.2,0,0,0,1
1,"all_other",0.0775,62.45,10.08580911,2.4,742,2290.041667,949,55.8,1,0,0,1
0,"credit_card",0.1059,325.46,10.91508846,17.96,727,3180,6559,24.8,5,0,0,0
1,"all_other",0.1531,261.12,10.51867319,21.15,662,2910,722,60.2,2,0,0,1
1,"credit_card",0.1148,329.69,11.1962808,20.26,732,5550,41170,61.4,0,0,0,0
1,"debt_consolidation",0.0859,205.47,10.30895266,12.28,742,3853.041667,29437,49.6,2,0,0,0
1,"debt_consolidation",0.1284,470.66,11.88448902,8.88,717,1110,2424,15.6,1,0,0,0
1,"debt_consolidation",0.1083,212.28,10.61820051,24.43,717,3900,28473,26.6,1,0,0,0
1,"debt_consolidation",0.1236,133.55,10.59653473,9.48,662,4080.041667,2923,28.4,3,0,0,0
1,"all_other",0.0894,571.89,12.46843691,0.65,782,11580,6096,17.3,0,0,0,0
1,"educational",0.0988,386.53,10.59663473,5.16,757,4505.041667,1117,2.6,3,0,0,0
0,"small_business",0.1533,870.71,11.84222921,16.16,707,4230.041667,56909,49.8,5,0,0,0
